File Name,File Path,File Size,Checksum
220131HM_P7_15_S100_4-P7G05N-TGACCA_R1_val_1_bismark_bt2_327.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_15_S100_4-P7G05N-TGACCA_R1_val_1_bismark_bt2_327.multiple.deduplicated.bam,7216622214,8a3302d35234b0a61e2df849a30b8b22
220131HM_P7_15_S100_4-P7G05N-TGACCA_R2_val_2_bismark_bt2_327.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_15_S100_4-P7G05N-TGACCA_R2_val_2_bismark_bt2_327.multiple.deduplicated.bam,7443332491,d8bedd1baa0201aabf893916cd0bc5e8
220131HM_P7_16_S101_1-P7G06N-ATCACG_R1_val_1_bismark_bt2_328.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_16_S101_1-P7G06N-ATCACG_R1_val_1_bismark_bt2_328.multiple.deduplicated.bam,10600022188,3c5cc128c21a1cfa0c7abbe3b608f71d
220131HM_P7_16_S101_1-P7G06N-ATCACG_R2_val_2_bismark_bt2_328.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_16_S101_1-P7G06N-ATCACG_R2_val_2_bismark_bt2_328.multiple.deduplicated.bam,10884154515,e2d53c3d3f02b9f9657029e0c4728834
220131HM_P7_16_S101_2-P7G07N-CGATGT_R1_val_1_bismark_bt2_329.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_16_S101_2-P7G07N-CGATGT_R1_val_1_bismark_bt2_329.multiple.deduplicated.bam,8409494441,71e23e2f424553b45c9cf8b7819b1156
220131HM_P7_16_S101_2-P7G07N-CGATGT_R2_val_2_bismark_bt2_329.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_16_S101_2-P7G07N-CGATGT_R2_val_2_bismark_bt2_329.multiple.deduplicated.bam,8730000090,4eadf1e52b69d508d3fefb89be0293f1
220131HM_P7_16_S101_3-P7G09N-TTAGGC_R1_val_1_bismark_bt2_330.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_16_S101_3-P7G09N-TTAGGC_R1_val_1_bismark_bt2_330.multiple.deduplicated.bam,6577010020,1791b61481396ea3d10d6250aa0f25c2
220131HM_P7_16_S101_3-P7G09N-TTAGGC_R2_val_2_bismark_bt2_330.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_16_S101_3-P7G09N-TTAGGC_R2_val_2_bismark_bt2_330.multiple.deduplicated.bam,6774011095,8f915400a5015fa078e0d859835f1d9a
220131HM_P7_17_S102_1-P7G11N-ATCACG_R1_val_1_bismark_bt2_331.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_17_S102_1-P7G11N-ATCACG_R1_val_1_bismark_bt2_331.multiple.deduplicated.bam,7034709650,d756a5bf96324807f7045a5aad053eff
220131HM_P7_17_S102_1-P7G11N-ATCACG_R2_val_2_bismark_bt2_331.multiple.deduplicated.bam,/home/groups/CEDAR/Strogant/projects/AMLcountdown/Replicate1/dedup_combined/220131HM_P7_17_S102_1-P7G11N-ATCACG_R2_val_2_bismark_bt2_331.multiple.deduplicated.bam,7100693980,58d93429bdb9677bff57b530af733166
